Fonte;Site;EAN;Descrição do Produto;Data e hora da coleta;Estado;Concorrente;Estoque;Quantidade de estoque;Quantidade por pacote;Preço Fábrica;Desconto;ST;Preço Final
Python;SERVIMED;'7896676406276;DIMORF LC 60 MG 60 CAPS *R;2025-02-14 20:44:43;RJ;SERVIMED;0;0;16;251,76000000000002;0,07;0,0;209,93
Python;SERVIMED;'7896658005138;NISULID GTS 15 ML R;2025-02-14 20:44:43;RJ;SERVIMED;0;0;40;40,38;0,05;0,0;34,39
Python;SERVIMED;'7896255716963;SYNTHROID 75 MCG 30 CP T;2025-02-14 20:44:43;RJ;SERVIMED;1;128;176;38,22;0,03;0,0;33,24
Python;SERVIMED;'7891058021580;ANADOR GTS 20 ML S;2025-02-14 20:44:43;RJ;SERVIMED;0;0;48;21,3;0,05;0,0;18,14
Python;SERVIMED;'7894916500586;AZI 1 GR 1 CP SA;2025-02-14 20:44:43;RJ;SERVIMED;0;0;60;32,1;0,0;0,0;28,78
Python;SERVIMED;'7896422504256;DICLOF DIETILAMONIO GEL 60 GR G;2025-02-14 20:44:43;RJ;SERVIMED;1;1599;90;17,25;0,369;0,0;9,76
Python;SERVIMED;'7896094203259;NAPRIX D 5/25 MG 30 CP R;2025-02-14 20:44:43;RJ;SERVIMED;0;0;24;57,42;0,03;0,0;49,94
Python;SERVIMED;'7891721028335;CITONEURIN 5000 MCG 20 DR T;2025-02-14 20:44:43;RJ;SERVIMED;0;0;60;54,67;0,07;0,0;45,59
Python;SERVIMED;'7896241231630;TAPAZOL 10 MG 50 CP T;2025-02-14 20:44:43;RJ;SERVIMED;0;0;24;28,71;0,05;0,0;24,45
Python;SERVIMED;'7896641803642;PROCTYL MONODOSE 10 BISN 3GR+10APLIC R;2025-02-14 20:44:43;RJ;SERVIMED;1;216;56;68,7;0,03;0,0;59,75
Python;SERVIMED;'7896226500515;PROLOPA 200/50 MG 30 CP R;2025-02-14 20:44:43;RJ;SERVIMED;0;0;108;97,37;0,01;0,0;86,43
Python;SERVIMED;'7908236800322;NORVASC 5 MG 30 CP R;2025-02-14 20:44:43;RJ;SERVIMED;1;72;72;65,96000000000001;0,0;0,0;59,14
Python;SERVIMED;'7896658005930;TRANSPULMIN XPE MENTA 150 ML R;2025-02-14 20:44:43;RJ;SERVIMED;1;28;20;35,32;0,09;0,0;28,82
Python;SERVIMED;'7896004817460;GELMAX 24 CP T;2025-02-14 20:44:43;RJ;SERVIMED;1;76;100;19,2;0,0;0,0;17,21
