Python;SERVIMED;'7896015517045;SAL DE FRUTA ENO GUARANA 100 GR T;2024-12-12 11:23:39;PR;SERVIMED;1;68;36;22,41;0,03;2,5300000000000002;22,42
Python;SERVIMED;'7891060825381;ALICATE PARA CUTICULAS MUNDIAL FLEX + ESPATULA ROSA REF: 168;2024-12-12 11:23:39;PR;SERVIMED;0;0;72;5,34471911210472;0,0;1,42;6,76
Python;SERVIMED;'7896112452461;AD-MUC POM 10 GR T;2024-12-12 11:23:39;PR;SERVIMED;1;178;60;41,910000000000004;0,05;5,33;41,75
Python;SERVIMED;'7891317014582;DIACQUA 25 MG 30 CP S;2024-12-12 11:23:39;PR;SERVIMED;1;40;100;21,8;0,02;0,0;19,54
Python;SERVIMED;'7896676410761;FUNTYL 250 MG 14 CP S;2024-12-12 11:23:39;PR;SERVIMED;1;32;32;112,44;0,09;12,96;106,56
Python;SERVIMED;'7896112432401;PRESSAT 2,5 MG 30 CP S;2024-12-12 11:23:39;PR;SERVIMED;1;306;48;30,0;0,05;3,4;29,47
Python;SERVIMED;'7891317014377;BUONA 150 MG 30 CAPS T;2024-12-12 11:23:39;PR;SERVIMED;0;0;100;125,18;0,07100000000000001;12,99;119,36999999999999
Python;SERVIMED;'7896637023108;LEVOXIN 500 MG 10 CP SA;2024-12-12 11:23:39;PR;SERVIMED;0;0;96;125,73;0,02;13,47;126,19
Python;SERVIMED;'7896004712406;CLOBETASOL PROP POM 30 GR G;2024-12-12 11:23:39;PR;SERVIMED;1;61;42;19,13;0,66;3,44;9,39
Python;SERVIMED;'4005808189342;SABONETE EM GEL NIVEA EQUILIBRIO NUTRITIVO 150ML;2024-12-12 11:23:39;PR;SERVIMED;1;92;12;20,91896112314196;0,0;3,71;24,630000000000003
Python;SERVIMED;'7896026170390;CREME DENTAL INFANTIL MALVATRIKIDS F-INFANTIL 70G;2024-12-12 11:23:39;PR;SERVIMED;0;0;24;14,465240641711219;0,0;2,44;16,91
Python;SERVIMED;'7590002032817;VICK VAPORUB POTE 30 GR T;2024-12-12 11:23:39;PR;SERVIMED;0;0;36;34,75;0,06;3,42;33,3
Python;SERVIMED;'7898581710462;RIVOTRIL SUBLINGUAL 0,25 MG 30 CP *R;2024-12-12 11:23:39;PR;SERVIMED;1;5754;144;7,23;0,02;0,92;7,4
