Fonte;Site;EAN;Descrição do Produto;Data e hora da coleta;Estado;Concorrente;Estoque;Quantidade de estoque;Quantidade por pacote;Preço Fábrica;Desconto;ST;Preço Final
Python;SERVIMED;'7908236801008;CITALOR 80 MG 30 CP R;2025-02-06 13:19:58;DF;SERVIMED;1;23;60;217,16;0,07;0,0;201,96
Python;SERVIMED;'7897595901521;CLORANA 25 MG 30 CP R;2025-02-06 13:19:58;DF;SERVIMED;0;0;200;10,61;0,05;0,0;10,08
Python;SERVIMED;'7896094904156;MELHORAL ADU 25 X 8 CP S;2025-02-06 13:19:58;DF;SERVIMED;1;41;6;248,21;0,03;0,0;240,76
Python;SERVIMED;'7896226109688;PASALIX 20 CP T;2025-02-06 13:19:58;DF;SERVIMED;0;0;70;45,01;0,0;0,0;45,01
Python;SERVIMED;'7896206402082;ATACAND HCT 16/12,5 MG 30 CP R;2025-02-06 13:19:58;DF;SERVIMED;0;0;48;123,02;0,0;0,0;123,02
Python;SERVIMED;'7896422505062;FLUCONAZOL 150 MG 1 CAPS G;2025-02-06 13:19:58;DF;SERVIMED;1;336;77;20,48;0,74;0,0;5,32
Python;SERVIMED;'7896658000959;BIOFENAC CLR 75 MG 14 CP S;2025-02-06 13:19:58;DF;SERVIMED;0;0;30;28,82;0,05;0,0;27,38
Python;SERVIMED;'7897930760516;CLOB X POM 30 GR S;2025-02-06 13:19:58;DF;SERVIMED;1;22;30;37,300000000000004;0,0;0,0;37,300000000000004
Python;SERVIMED;'7892828000019;ADEFORTE SOL OR 1 AP 3 ML T;2025-02-06 13:19:58;DF;SERVIMED;0;0;120;19,06;0,0;0,0;19,06
Python;SERVIMED;'7908236800223;VIAGRA 100 MG 4 CP -R;2025-02-06 13:19:58;DF;SERVIMED;0;0;100;171,72;0,0;0,0;171,72
Python;SERVIMED;'7896422505079;FLUCONAZOL 150 MG 2 CAPS G;2025-02-06 13:19:58;DF;SERVIMED;1;4383;77;29,37;0,75;0,0;7,34
Python;SERVIMED;'7896658003516;DECADRON 0,50 MG 20 CP R;2025-02-06 13:19:58;DF;SERVIMED;1;179;36;8,67;0,05;0,0;8,24
Python;SERVIMED;'7896269900822;VALTREX 500 MG 42 CP R;2025-02-06 13:19:58;DF;SERVIMED;1;45;20;573,82;0,03;0,0;556,61
Python;SERVIMED;'7891721023491;DOXAZOSINA MESILATO 2 MG 30 CP G;2025-02-06 13:19:58;DF;SERVIMED;0;0;100;47,33;0,75;0,0;11,83
Python;SERVIMED;'7896094201361;CEBRILIN 10 MG 30 CP *R;2025-02-06 13:19:58;DF;SERVIMED;0;0;32;77,2;0,03;0,0;74,88
Python;SERVIMED;'7891268101621;ZOLTEC 150 MG 1 CAPS R;2025-02-06 13:19:58;DF;SERVIMED;1;71;72;75,52;0,0;0,0;75,52
Python;SERVIMED;'7896009400049;CREME DENTAL SENSODYNE ORIGINAL 50G;2025-02-06 13:19:58;DF;SERVIMED;0;0;60;10,79411764705882;0,0;0,0;10,790000000000001
Python;SERVIMED;'7897129300240;MICOLAMINA ESM 6 GR S;2025-02-06 13:19:58;DF;SERVIMED;0;0;24;184,0;0,0;0,0;184,0
Python;SERVIMED;'7898586631380;TIMOPTOL 0,5% COLIRIO 5 ML R;2025-02-06 13:19:58;DF;SERVIMED;0;0;160;16,54;0,0;0,0;16,54
Python;SERVIMED;'7896422514248;ENALAPRIL 10 MG 30 CP G;2025-02-06 13:19:58;DF;SERVIMED;0;0;77;16,8;0,1;0,0;15,120000000000001
Python;SERVIMED;'7891058260071;ESPERSON N POM 20 GR R;2025-02-06 13:19:58;DF;SERVIMED;0;0;100;38,02;0,05;0,0;36,12
Python;SERVIMED;'7896637022644;YOMAX 5,4 MG 60 CP T;2025-02-06 13:19:58;DF;SERVIMED;1;53;48;80,85000000000001;0,042;0,0;77,45
Python;SERVIMED;'7896422506267;CETOCONAZOL CREM 30 GR G;2025-02-06 13:19:58;DF;SERVIMED;0;0;90;22,17;0,58;0,0;9,31
Python;SERVIMED;'7898029552548;HYPERIUM 30 CP T;2025-02-06 13:19:58;DF;SERVIMED;0;0;160;99,9;0,02;0,0;97,9
Python;SERVIMED;'7891317033163;DIGESAN 10 MG 20 CAPS T;2025-02-06 13:19:58;DF;SERVIMED;1;94;120;40,050000000000004;0,055;0,0;37,85
Python;SERVIMED;'7894916500364;PENVIR 125 MG 10 CP R;2025-02-06 13:19:58;DF;SERVIMED;1;62;96;86,13;0,0;0,0;86,13
Python;SERVIMED;'7897595901392;OROXADIN 100 MG 30 CP R;2025-02-06 13:19:58;DF;SERVIMED;1;77;120;132,25;0,05;0,0;125,64
Python;SERVIMED;'7897460401668;TRANSAMIN 250 MG 12 CP T;2025-02-06 13:19:58;DF;SERVIMED;1;457;120;63,6;0,06;0,0;59,78
Python;SERVIMED;'7896658005091;FENTIZOL 2% CREM VAG 40 GR + 7 APLIC R;2025-02-06 13:19:58;DF;SERVIMED;0;0;30;36,21;0,05;0,0;34,4
Python;SERVIMED;'7896658005299;FLOGORAL SPRAY CEREJA 30 ML R;2025-02-06 13:19:58;DF;SERVIMED;1;604;50;29,84;0,09;0,0;27,150000000000002
Python;SERVIMED;'7897851250530;SINVASCOR 20 MG 30 CP S;2025-02-06 13:19:58;DF;SERVIMED;1;32;55;15,91;0,07;0,0;14,8
Python;SERVIMED;'7896658000805;COLPISTATIN CREM VAG 40 GR 10 APLIC RA;2025-02-06 13:19:58;DF;SERVIMED;1;772;30;43,35;0,05;0,0;41,18
Python;SERVIMED;'7896422506229;DIPIRONA SODICA GTS 10 ML G;2025-02-06 13:19:58;DF;SERVIMED;1;3448;48;9,31;0,55;0,0;4,19
Python;SERVIMED;'7891317007508;REHIDRAT 50 PO LARANJA 7,625 GR 4 ENV T;2025-02-06 13:19:58;DF;SERVIMED;1;155;60;26,25;0,04;0,0;25,2
Python;SERVIMED;'7897851250165;MONOCORDIL 20 MG 20 CP T;2025-02-06 13:19:58;DF;SERVIMED;0;0;100;12,44;0,07;0,0;11,57
Python;SERVIMED;'7894916500333;NEUTROFER 300 MG 30 CP T;2025-02-06 13:19:58;DF;SERVIMED;0;0;60;45,57;0,0;0,0;45,57
Python;SERVIMED;'7896015560331;SAL DE FRUTA ENO LARANJA 100 GR T;2025-02-06 13:19:58;DF;SERVIMED;1;366;36;21,63;0,03;0,0;20,98
Python;SERVIMED;'7891317001056;ACETILCISTEINA 100 MG 16 ENV G;2025-02-06 13:19:58;DF;SERVIMED;1;4;50;26,8;0,45;0,0;14,74
Python;SERVIMED;'7891106000888;ASPIRINA C LIMAO 100 CP EFERV R;2025-02-06 13:19:58;DF;SERVIMED;0;0;24;351,21;0,0;0,0;351,21
Python;SERVIMED;'7896637023009;LEVOXIN 500 MG 7 CP SA;2025-02-06 13:19:58;DF;SERVIMED;1;96;96;85,31;0,042;0,0;81,73
Python;SERVIMED;'7896658003141;DECADRON 4 MG 10 CP R;2025-02-06 13:19:58;DF;SERVIMED;1;1523;36;18,13;0,05;0,0;17,22
Python;SERVIMED;'7896641800740;RIOPAN PLUS SUS OR 240 ML T;2025-02-06 13:19:58;DF;SERVIMED;0;0;24;37,34;0,0;0,0;37,34
Python;SERVIMED;'7896261000797;VOLTAREN 75MG INJ IM 5AP 3ML R;2025-02-06 13:19:58;DF;SERVIMED;1;542;120;19,18;0,0;0,0;19,18
Python;SERVIMED;'7896261000520;LIORESAL 10 MG 20 CP R;2025-02-06 13:19:58;DF;SERVIMED;0;0;100;42,29;0,0;0,0;42,29
Python;SERVIMED;'7898941911041;SUSTAGEN MORANGO 400G;2025-02-06 13:19:58;DF;SERVIMED;1;201;12;59,687786960514224;0,0;0,0;59,69
Python;SERVIMED;'7896006216254;XANTINON 100 CP T;2025-02-06 13:19:58;DF;SERVIMED;1;34;72;42,77;0,02;0,0;41,910000000000004
Python;SERVIMED;'7897595605030;NORFLOXACINO 400 MG 14 CP GA;2025-02-06 13:19:58;DF;SERVIMED;1;235;72;27,67;0,59;0,0;11,34
Python;SERVIMED;'7896261000025;VOLTAREN SR 75 MG 20 CP R;2025-02-06 13:19:58;DF;SERVIMED;1;223;100;42,550000000000004;0,0;0,0;42,550000000000004
Python;SERVIMED;'7891268144024;FELDENE 20 MG 15 CAPS R;2025-02-06 13:19:58;DF;SERVIMED;0;0;72;48,11;0,0;0,0;48,11
Python;SERVIMED;'7897411610941;LOXONIN 60 MG 15 CP R;2025-02-06 13:19:58;DF;SERVIMED;1;185;20;29,2;0,0;0,0;29,2
Python;SERVIMED;'7891058013141;NATURETTI GELEIA 130 GR T;2025-02-06 13:19:58;DF;SERVIMED;0;0;20;61,690000000000005;0,03;0,0;59,84
