Python;SERVIMED;'7891106003377;AVALOX 400 MG 5 CP RA;2024-12-12 20:21:28;MS;SERVIMED;0;0;20;194,71;0,0;34,46;202,81
Python;SERVIMED;'7891268101812;ZOLTEC 150 MG 2 CAPS R;2024-12-12 20:21:28;MS;SERVIMED;1;84;72;151,13;0,0;22,53;157,41
Python;SERVIMED;'7896658002687;PARASIN 400 MG 1 CP S;2024-12-12 20:21:28;MS;SERVIMED;1;82;50;12,14;0,05;1,85;12,14
Python;SERVIMED;'7896422505253;LANSOPRAZOL 15 MG 28 CAPS G;2024-12-12 20:21:28;MS;SERVIMED;0;0;77;81,95;0,3527;14,02;61,36
Python;SERVIMED;'7896658002946;NOVAMOX 2X 400 MG SUS OR 70 ML SA;2024-12-12 20:21:28;MS;SERVIMED;1;175;12;61,940000000000005;0,05;11,07;61,95
Python;SERVIMED;'7908236800483;LIPITOR 20 MG 30 CP S;2024-12-12 20:21:28;MS;SERVIMED;1;97;49;163,54;0,0;24,38;170,34
Python;SERVIMED;'7898040328603;BACTRIM F 800/160 MG 10 CP RA;2024-12-12 20:21:28;MS;SERVIMED;0;0;80;26,2;0,03;3,96;26,64
Python;SERVIMED;'7896422504362;OMEPRAZOL 20 MG 14 CAPS G;2024-12-12 20:21:28;MS;SERVIMED;0;0;77;22,490000000000002;0,02;3,38;23,05
Python;SERVIMED;'7891142177056;PREDSIM 20 MG 10 CP S;2024-12-12 20:21:28;MS;SERVIMED;0;0;90;27,86;0,03;4,21;28,330000000000002
Python;SERVIMED;'7896422506366;ATENOLOL 100 MG 30 CP G;2024-12-12 20:21:28;MS;SERVIMED;0;0;77;28,0;0,43420000000000003;4,94;19,080000000000002
Python;SERVIMED;'7896206401146;ATACAND 16 MG 30 CP R;2024-12-12 20:21:28;MS;SERVIMED;0;0;48;123,78;0,0;18,45;128,92
Python;SERVIMED;'7896026120555;PENETRO INALANTE 45 ML S;2024-12-12 20:21:28;MS;SERVIMED;1;203;24;24,02;0,03;3,45;24,24
Python;SERVIMED;'7891106000888;ASPIRINA C LIMAO 100 CP EFERV R;2024-12-12 20:21:28;MS;SERVIMED;0;0;24;351,21;0,0;59,480000000000004;363,14000000000004
Python;SERVIMED;'7896422506267;CETOCONAZOL CREM 30 GR G;2024-12-12 20:21:28;MS;SERVIMED;0;0;90;22,17;0,58;3,94;12,25
Python;SERVIMED;'7897930764538;NUTRAPLUS 10% LOCAO 120 ML R;2024-12-12 20:21:28;MS;SERVIMED;1;4;30;68,11;0,0;9,64;70,43
Python;SERVIMED;'7891721100017;CEBION 1 GR EFERV 10 CP T;2024-12-12 20:21:28;MS;SERVIMED;0;0;192;13,23;0,02;2,25;13,46
Python;SERVIMED;'7891317412661;PROFLAM CREM 30 GR R;2024-12-12 20:21:28;MS;SERVIMED;1;66;80;36,92;0,06;5,37;36,34
Python;SERVIMED;'7897930750043;SABONETE EM BARRA SOAPEX PROTECAO DIARIA DA PELE 80G;2024-12-12 20:21:28;MS;SERVIMED;0;0;36;19,500213048600138;0,0;0,8200000000000001;20,32
Python;SERVIMED;'7896016804915;LUFTAL GOTAS 15ML;2024-12-12 20:21:28;MS;SERVIMED;0;0;182;22,19;0,040999999999999995;3,79;22,19
Python;SERVIMED;'7908236800216;VIAGRA 25 MG 4 CP R;2024-12-12 20:21:28;MS;SERVIMED;1;7;100;99,8;0,0;14,120000000000001;103,19000000000001
Python;SERVIMED;'7896637022835;MIOSAN 5 MG 30 CP R;2024-12-12 20:21:28;MS;SERVIMED;1;127;160;46,81;0,042;6,75;46,77
Python;SERVIMED;'7896269901379;ZOVIRAX CREM 10 GR R;2024-12-12 20:21:28;MS;SERVIMED;1;39;60;51,97;0,07100000000000001;7,59;50,68000000000001
Python;SERVIMED;'7896094922020;ALBOCRESIL GEL 50 GR R;2024-12-12 20:21:28;MS;SERVIMED;0;0;24;29,29;0,03;4,2;29,56
Python;SERVIMED;'7896016806247;NALDECON NOITE 50 X 4 CP R;2024-12-12 20:21:28;MS;SERVIMED;0;0;20;514,41;0,040999999999999995;87,85000000000001;514,37
Python;SERVIMED;'7896548112793;CILOXAN COLIRIO 5 ML RA;2024-12-12 20:21:28;MS;SERVIMED;1;134;60;23,69;0,0;3,54;24,68
Python;SERVIMED;'7896269901720;SERETIDE DISKUS 50/250 MCG 60 DS R;2024-12-12 20:21:28;MS;SERVIMED;0;0;24;135,16;0,07100000000000001;20,75;132,82
Python;SERVIMED;'7896658001116;CANDICORT CREM 30GR S;2024-12-12 20:21:28;MS;SERVIMED;1;183;28;32,910000000000004;0,05;4,76;32,660000000000004
Python;SERVIMED;'7896269900822;VALTREX 500 MG 42 CP R;2024-12-12 20:21:28;MS;SERVIMED;1;46;20;573,82;0,031;102,15;582,89
Python;SERVIMED;'7896004802473;GELMAX SUS OR 240 ML T;2024-12-12 20:21:28;MS;SERVIMED;0;0;30;36,18;0,0;5,12;37,41
Python;SERVIMED;'7896658001789;ANTUX XPE 120 ML R;2024-12-12 20:21:28;MS;SERVIMED;1;402;24;33,92;0,0;4,8;35,07
Python;SERVIMED;'7891058467098;NOVALGINA SUP INF 5 UN R;2024-12-12 20:21:28;MS;SERVIMED;0;0;100;15,69;0,0;2,66;16,23
