;Fonte;Site;EAN;Descrição do Produto;Data e hora da coleta;Estado;Concorrente;Estoque;Quantidade de estoque;Quantidade por pacote;Preço Fábrica;Desconto;ST;Preço Final
0;Python;NAZARIA;'7897930761674;CETAPHIL ADVAN MOISTURI 226G;2025-05-08 21:02:08;RN;NAZARIA;0;0;12;70,46;0,0;0,0;70,46
1;Python;NAZARIA;'7891150045729;DEO REXONA AER WOMEN INVIS 2X90G+PR ESP;2025-05-08 21:02:08;RN;NAZARIA;0;0;6;19,75;0,0;0,0;19,75
2;Python;NAZARIA;'7896699011617;BICO MAM LOLLY SIL BIG REDOND;2025-05-08 21:02:08;RN;NAZARIA;0;0;6;6,65;0,0;0,0;6,65
3;Python;NAZARIA;'7891142204547;HYDRAPORIN AI 120G;2025-05-08 21:02:08;RN;NAZARIA;1;64;6;58,89;0,0;0,0;58,89
4;Python;NAZARIA;'7896016104954;SOFT COLOR 366;2025-05-08 21:02:08;RN;NAZARIA;0;0;12;9,83;0,0;0,0;9,83
5;Python;NAZARIA;'7894916135115;NEULOX 60MG 30CAP        C1;2025-05-08 21:02:08;RN;NAZARIA;0;0;50;102,55;0,0;0,0;102,55
6;Python;NAZARIA;'7898108642085;ATADURA DE CREPE MICKEY 08CM;2025-05-08 21:02:08;RN;NAZARIA;1;545;216;1,63;0,0;0,0;1,63
7;Python;NAZARIA;'4005900039835;PROT NIVEA SOLAR SUN KIDS FPS30 150ML;2025-05-08 21:02:08;RN;NAZARIA;0;0;12;29,49;0,0;0,0;29,49
8;Python;NAZARIA;'7897517913403;UNHAS RICCA VERMELHO PAIXAO;2025-05-08 21:02:08;RN;NAZARIA;0;0;6;12,16;0,0;0,0;12,16
9;Python;NAZARIA;'3401344957253;NODE+INTENSIVO ANTICASPA 125ML;2025-05-08 21:02:08;RN;NAZARIA;0;0;6;71,54;0,0;0,0;71,54
10;Python;NAZARIA;'7899706158329;MNY CS BATOM LIQ NO CLOSE;2025-05-08 21:02:08;RN;NAZARIA;0;0;144;30,18;0,0;0,0;30,18
11;Python;NAZARIA;'7898380410587;BROWNIE GOOD SOY CHOC S/GLUTEN 10X40G;2025-05-08 21:02:08;RN;NAZARIA;0;0;6;34,83;0,0;0,0;34,83
12;Python;NAZARIA;'7892828001382;HIDRION 100CPR;2025-05-08 21:02:08;RN;NAZARIA;0;0;25;109,63;0,0;0,0;109,63
13;Python;NAZARIA;'7896658035470;DESOGESTREL 0,075MG 84CPR (A4H-G);2025-05-08 21:02:08;RN;NAZARIA;1;6;40;71,5;0,7615999999999999;0,0;17,05
14;Python;NAZARIA;'7500435150309;CR DEN ORAL-B EXTRA FRESH 70G;2025-05-08 21:02:08;RN;NAZARIA;0;0;48;3,88;0,0;0,0;3,88
15;Python;NAZARIA;'7897473203914;POSPRAND 1,0MG 30CPR;2025-05-08 21:02:08;RN;NAZARIA;0;0;20;63,77;0,0;0,0;63,77
16;Python;NAZARIA;'7899706141062;LIPIKAR LRP AOX FPS60 200ML;2025-05-08 21:02:08;RN;NAZARIA;0;0;24;130,64;0,0;0,0;130,64
17;Python;NAZARIA;'7896181916864;RISPERIDONA 2MG 20CPR C1 (G);2025-05-08 21:02:08;RN;NAZARIA;0;0;50;132,12;0,0;0,0;132,12
18;Python;NAZARIA;'7896061990175;FRALDA BABYSEC PREMIUM XG 14UN;2025-05-08 21:02:08;RN;NAZARIA;0;0;10;148,39;0,0;0,0;148,39
19;Python;NAZARIA;'7897076922953;MONTELUCASTE SOD 4MG 30CPR (RBY-G);2025-05-08 21:02:08;RN;NAZARIA;1;19;192;45,58;0,63;0,0;16,86
20;Python;NAZARIA;'7896004776279;PREGABALINA 75MG 30CAP C1 (GM2-G);2025-05-08 21:02:08;RN;NAZARIA;1;1442;56;82,61;0,809;0,0;15,78
21;Python;NAZARIA;'7896026170475;MALVATRICIN PPU SOL 250ML;2025-05-08 21:02:08;RN;NAZARIA;1;2;12;31,53;0,14;0,0;27,12
22;Python;NAZARIA;'7908615060347;SPRAY ACIDIFICANTE ELSEVE GLYCOLIC GLOSS 200ML;2025-05-08 21:02:08;RN;NAZARIA;1;132;6;36,73;0,07;0,0;34,16
23;Python;NAZARIA;'7891152321616;BISC FORTALEZA MARIA CHOCOLATE 400G;2025-05-08 21:02:08;RN;NAZARIA;0;0;20;3,91;0,0;0,0;3,91
24;Python;NAZARIA;'7896227800881;SALONPAS DISP 40ENV 04 ADESIVO P;2025-05-08 21:02:08;RN;NAZARIA;0;0;24;121,2;0,08;0,0;111,5
25;Python;NAZARIA;'7896181900405;CARBAMAZEPINA 200MG 30CPR C1 (A4H-G);2025-05-08 21:02:08;RN;NAZARIA;0;0;60;12,52;0,0;0,0;12,52
26;Python;NAZARIA;'7891721024481;DEXA CITONEURIN 3AMP 1ML+3AMP 2ML;2025-05-08 21:02:08;RN;NAZARIA;1;3385;204;40,89;0,15;0,0;34,76
27;Python;NAZARIA;'7896111994429;ESM IMPALA CREM ALCATRAZ BLISTER;2025-05-08 21:02:08;RN;NAZARIA;0;0;72;3,82;0,0;0,0;3,82
28;Python;NAZARIA;'7899447600019;MELORA C MAX MASC FACIAL 30G;2025-05-08 21:02:08;RN;NAZARIA;0;0;25;125,15;0,0;0,0;125,15
29;Python;NAZARIA;'7897572001589;LIVIAL 2,5MG 28CPR;2025-05-08 21:02:08;RN;NAZARIA;0;0;10;86,95;0,0;0,0;86,95
30;Python;NAZARIA;'7896004775760;RUSOVAS 10MG 60CPR;2025-05-08 21:02:08;RN;NAZARIA;1;37;56;90,15;0,0;0,0;90,15
31;Python;NAZARIA;'7891010247324;LENCOS J&J BABY UMED SUAVIDADE 44UN;2025-05-08 21:02:08;RN;NAZARIA;0;0;24;11,94;0,0;0,0;11,94
32;Python;NAZARIA;'353885011624;ONETOUCH ULTRA PLUS 50STRIPS;2025-05-08 21:02:08;RN;NAZARIA;0;0;1;63,33;0,0;0,0;63,33
33;Python;NAZARIA;'7891317005832;RUVA 20MG 30CPR;2025-05-08 21:02:08;RN;NAZARIA;1;57;100;74,2;0,0;0,0;74,2
34;Python;NAZARIA;'4008500017852;REDOXITOS 100UN LAR;2025-05-08 21:02:08;RN;NAZARIA;0;0;24;48,3;0,0;0,0;48,3
35;Python;NAZARIA;'7310790605488;ABS TENA LADY NORM 12UN;2025-05-08 21:02:08;RN;NAZARIA;0;0;6;11,02;0,0;0,0;11,02
36;Python;NAZARIA;'7896181905691;FINASTERIDA 1MG 30CPR (A4H-G);2025-05-08 21:02:08;RN;NAZARIA;0;0;132;68,81;0,0;0,0;68,81
37;Python;NAZARIA;'7891177100562;DEO COLONIA FIORUCCIFLOWERS MAGIC 100ML;2025-05-08 21:02:08;RN;NAZARIA;0;0;6;12,86;0,0;0,0;12,86
38;Python;NAZARIA;'7896641813641;VENVANSE 70MG 28CAP A3;2025-05-08 21:02:08;RN;NAZARIA;0;0;24;453,46;0,0;0,0;453,46
39;Python;NAZARIA;'7908785461654;COND ELSEVE LISO SONHOS 200ML;2025-05-08 21:02:08;RN;NAZARIA;0;0;12;16,43;0,0;0,0;16,43
40;Python;NAZARIA;'7891010256388;MOTILIUM 10MG 30CPR;2025-05-08 21:02:08;RN;NAZARIA;0;0;64;28,8;0,0;0,0;28,8
41;Python;NAZARIA;'7896094920279;ADDERA D3 1.000 UI 30CAP;2025-05-08 21:02:08;RN;NAZARIA;1;36;45;56,31;0,0;0,0;56,31
42;Python;NAZARIA;'8002990292139;VEET CR DEPIL PELE DELICADA 100ML;2025-05-08 21:02:08;RN;NAZARIA;0;0;12;27,01;0,07;0,0;25,12
43;Python;NAZARIA;'7500435122764;CR DENT ORAL-B 4 EM 1 70G;2025-05-08 21:02:08;RN;NAZARIA;0;0;48;3,88;0,0;0,0;3,88
44;Python;NAZARIA;'7500435118514;CR PENT PANTENE CACH HID CRESP 240G;2025-05-08 21:02:08;RN;NAZARIA;0;0;12;13,13;0,0;0,0;13,13
45;Python;NAZARIA;'3401575645851;SEBIUM H2O 500ML;2025-05-08 21:02:08;RN;NAZARIA;1;4;12;93,07;0,0;0,0;93,07
46;Python;NAZARIA;'7896004779386;RIVAROXABANA 10MG 10CPR (GM2-G);2025-05-08 21:02:08;RN;NAZARIA;0;0;60;68,05;0,0;0,0;68,05
47;Python;NAZARIA;'4008976681724;NUTRIDRINK MAX PO 350G;2025-05-08 21:02:08;RN;NAZARIA;0;0;12;51,7;0,0;0,0;51,7
48;Python;NAZARIA;'7896013552253;COLOR FLEURY ESPEC 3.67 CAST QUENTE;2025-05-08 21:02:08;RN;NAZARIA;0;0;12;3,73;0,0;0,0;3,73
49;Python;NAZARIA;'7891317017422;PANTOPRAZOL 40MG 28CPR (EUF-G);2025-05-08 21:02:08;RN;NAZARIA;1;9397;90;38,39;0,79;0,0;8,06
50;Python;NAZARIA;'7896676408300;FIBRINASE POM 30G *;2025-05-08 21:02:08;RN;NAZARIA;1;21;50;76,21;0,0;0,0;76,21
51;Python;NAZARIA;'7891150041837;SAB DOVE LEITE FLOR PEONI 90G;2025-05-08 21:02:08;RN;NAZARIA;0;0;48;4,03;0,0;0,0;4,03
52;Python;NAZARIA;'7896641807770;ALEKTOS 20MG 30CPR;2025-05-08 21:02:08;RN;NAZARIA;0;0;60;104,26;0,0;0,0;104,26
53;Python;NAZARIA;'7896458500529;PROPOMA SPR 35ML;2025-05-08 21:02:08;RN;NAZARIA;0;0;24;10,93;0,0;0,0;10,93
54;Python;NAZARIA;'7892953003558;DUTAM 30CAP;2025-05-08 21:02:08;RN;NAZARIA;1;504;225;93,83;0,04;0,0;90,08
55;Python;NAZARIA;'7891010043476;ESC J&J REACH 40 ULTRA CLEAN MED 1UN;2025-05-08 21:02:08;RN;NAZARIA;1;9;12;8,54;0,0;0,0;8,54
56;Python;NAZARIA;'7500435140591;DES GILLETTE HYDRA GEL ALO 82G;2025-05-08 21:02:08;RN;NAZARIA;1;41;12;21,42;0,0;0,0;21,42
57;Python;NAZARIA;'7897851260195;EDEX 30CAP GEL MOLE;2025-05-08 21:02:08;RN;NAZARIA;1;38;30;77,55;0,0;0,0;77,55
58;Python;NAZARIA;'7895296295017;DEXCL+BETAMETASONA XPE 120ML        (G);2025-05-08 21:02:08;RN;NAZARIA;0;0;60;40,05;0,0;0,0;40,05
59;Python;NAZARIA;'7893454714844;TYLEX 7,5MG 12CPR A2;2025-05-08 21:02:08;RN;NAZARIA;1;56;70;26,5;0,0;0,0;26,5
60;Python;NAZARIA;'4210201445562;REFIL ESC ELET ORAL-B ULTIMATE CARE IO2;2025-05-08 21:02:08;RN;NAZARIA;0;0;6;86,0;0,0;0,0;86,0
61;Python;NAZARIA;'7896012880173;FRALDA BIGFRAL ADT DERM PLUS M 8UN;2025-05-08 21:02:08;RN;NAZARIA;1;112;8;28,28;0,0;0,0;28,28
62;Python;NAZARIA;'7896658027796;COLIDIS 5ML;2025-05-08 21:02:08;RN;NAZARIA;1;579;216;96,53;0,0;0,0;96,53
63;Python;NAZARIA;'7896641808609;AD-TIL SOL 20ML;2025-05-08 21:02:08;RN;NAZARIA;0;0;120;16,87;0,0;0,0;16,87
64;Python;NAZARIA;'7891317124236;HOLMES H 40+25MG 30CPR;2025-05-08 21:02:08;RN;NAZARIA;1;64;60;66,76;0,0;0,0;66,76
65;Python;NAZARIA;'3282770153491;ACTINE GEL DE LIMPEZA REFIL 300G;2025-05-08 21:02:08;RN;NAZARIA;1;39;12;53,71;0,0;0,0;53,71
66;Python;NAZARIA;'7891010870638;SAB J&J BABY LIQ HORA BRINCAR 400ML;2025-05-08 21:02:08;RN;NAZARIA;0;0;12;21,78;0,0;0,0;21,78
67;Python;NAZARIA;'650240017865;ASEPXIA MAQUIAGEM PO BRONZE 10G;2025-05-08 21:02:08;RN;NAZARIA;0;0;6;28,5;0,0;0,0;28,5
68;Python;NAZARIA;'7891350038163;RISQUE ESM CREM TODAS POR UMA BL 8ML;2025-05-08 21:02:08;RN;NAZARIA;0;0;144;4,23;0,0;0,0;4,23
69;Python;NAZARIA;'7891800375282;CURATIVO CREMER HIDRO ACN E ESP 24UN;2025-05-08 21:02:08;RN;NAZARIA;1;1087;32;15,94;0,0;0,0;15,94
70;Python;NAZARIA;'7896015591526;CLAVULIN ES 600MG/5ML 100ML *;2025-05-08 21:02:08;RN;NAZARIA;0;0;50;204,16;0,0;0,0;204,16
71;Python;NAZARIA;'7898001381531;AGUA RABELO SPR KIDS 45ML;2025-05-08 21:02:08;RN;NAZARIA;0;0;48;10,34;0,0;0,0;10,34
72;Python;NAZARIA;'7500435114790;ESC DEN ORAL B STAGES 4+CR STW 75ML;2025-05-08 21:02:08;RN;NAZARIA;0;0;12;21,5;0,0;0,0;21,5
73;Python;NAZARIA;'7899026423831;LEITE P/ PENTEAR FRU HIDRA CACHOS;2025-05-08 21:02:08;RN;NAZARIA;0;0;1;6,15;0,0;0,0;6,15
74;Python;NAZARIA;'7898133019395;FRALDA CREMER M PCT 50UN;2025-05-08 21:02:08;RN;NAZARIA;0;0;25;40,28;0,0;0,0;40,28
75;Python;NAZARIA;'7896016120350;SOFT COLOR 77 MARRON  DOURADO 35G;2025-05-08 21:02:08;RN;NAZARIA;0;0;12;12,74;0,0;0,0;12,74
76;Python;NAZARIA;'7891317009717;TAMISA 30MCG 21CPR REV;2025-05-08 21:02:08;RN;NAZARIA;1;326;100;29,5;0,0;0,0;29,5
77;Python;NAZARIA;'7899706178457;ANTHELIOS LRP AIRLIC FPS70 NEW-BRINDE;2025-05-08 21:02:08;RN;NAZARIA;0;0;12;79,07;0,0;0,0;79,07
78;Python;NAZARIA;'7891150033948;SAB LUX TOQUE BAU 90G;2025-05-08 21:02:08;RN;NAZARIA;0;0;108;1,17;0,0;0,0;1,17
79;Python;NAZARIA;'7897517926557;CILIOS BELLIZ 3D 214;2025-05-08 21:02:08;RN;NAZARIA;0;0;6;13,39;0,0;0,0;13,39
80;Python;NAZARIA;'7896360002630;VITALEN KIDS MORANGO 300G;2025-05-08 21:02:08;RN;NAZARIA;0;0;12;46,22;0,0;0,0;46,22
81;Python;NAZARIA;'300651507775;SYSTANE ULTRA 10ML;2025-05-08 21:02:08;RN;NAZARIA;0;0;144;65,31;0,18;0,0;53,55
82;Python;NAZARIA;'7896255764926;TANAKAN 80MG 30CPR;2025-05-08 21:02:08;RN;NAZARIA;0;0;112;186,23;0,0;0,0;186,23
83;Python;NAZARIA;'7891150053748;SAB REXONA LIQ BAMBOO FRESH REFIL 200ML;2025-05-08 21:02:08;RN;NAZARIA;0;0;12;4,87;0,0;0,0;4,87
84;Python;NAZARIA;'7899420500954;CARLIT 300MG 60CPR C1;2025-05-08 21:02:08;RN;NAZARIA;0;0;60;42,5;0,0;0,0;42,5
85;Python;NAZARIA;'7908236801190;ZEFORUS 80MG 2CPR;2025-05-08 21:02:08;RN;NAZARIA;1;1;180;35,83;0,0;0,0;35,83
86;Python;NAZARIA;'7891150096257;COND SEDA BOOM HIDRATAAAO 250ML;2025-05-08 21:02:08;RN;NAZARIA;1;1010;12;13,49;0,0;0,0;13,49
87;Python;NAZARIA;'7891104393067;ADOC ADOCYL SACARINA 200ML;2025-05-08 21:02:08;RN;NAZARIA;0;0;12;6,36;0,0;0,0;6,36
88;Python;NAZARIA;'7896658033827;LUTICS 4MG 30CPR;2025-05-08 21:02:08;RN;NAZARIA;0;0;36;48,31;0,0;0,0;48,31
89;Python;NAZARIA;'7899026415416;ESM COLORAMA BL VERNIZ&COR ROSA CETI;2025-05-08 21:02:08;RN;NAZARIA;0;0;1;2,12;0,0;0,0;2,12
90;Python;NAZARIA;'7891024036976;SAB LIQ PROTEX PRO HIDR ARGAN 250ML;2025-05-08 21:02:08;RN;NAZARIA;0;0;12;13,8;0,0;0,0;13,8
91;Python;NAZARIA;'7897947601871;LAVITAN COLAGENO VERISOL+AC.H 300G;2025-05-08 21:02:08;RN;NAZARIA;0;0;24;89,77;0,0;0,0;89,77
92;Python;NAZARIA;'5702191025545;ICADEN SOL 30ML;2025-05-08 21:02:08;RN;NAZARIA;1;9;273;56,3;0,0;0,0;56,3
93;Python;NAZARIA;'7891000334492;PACK NUTREN SENIOR BAUNILHA 740G 30%;2025-05-08 21:02:08;RN;NAZARIA;0;0;3;270,85;0,0;0,0;270,85
94;Python;NAZARIA;'7896004719115;DIPIRONA SOD 500MG/ML GTS 10ML (GM2-G);2025-05-08 21:02:08;RN;NAZARIA;1;3813;120;6,64;0,593;0,0;2,7
95;Python;NAZARIA;'7891058003029;LANTUS SOLOSTAR SOL 3ML#;2025-05-08 21:02:08;RN;NAZARIA;1;2131;54;92,73;0,0;0,0;92,73
96;Python;NAZARIA;'7891024136409;PLAX DEN COLGATE FRESH MINT 250ML;2025-05-08 21:02:08;RN;NAZARIA;1;20;12;12,9;0,0;0,0;12,9
97;Python;NAZARIA;'7896007200511;PRESERV BLOWTEX SENS SUP EX.FINO 3UN;2025-05-08 21:02:08;RN;NAZARIA;0;0;48;3,21;0,0;0,0;3,21
98;Python;NAZARIA;'3337875549493;EFFACLAR LRP DUO+ FPS30 40G;2025-05-08 21:02:08;RN;NAZARIA;1;4;12;146,29;0,0;0,0;146,29
99;Python;NAZARIA;'7899026422551;ESM COLORAMA BL CINTILANTE PLATINO;2025-05-08 21:02:08;RN;NAZARIA;0;0;1;1,99;0,0;0,0;1,99
100;Python;NAZARIA;'7500435169394;SHP+COND PANTENE KIT CACHOS 350ML+175ML;2025-05-08 21:02:08;RN;NAZARIA;0;0;6;29,05;0,0;0,0;29,05
101;Python;NAZARIA;'4005900849861;LABIAL NIVEA ROSA MOSQ 4,8G;2025-05-08 21:02:08;RN;NAZARIA;0;0;12;13,76;0,0;0,0;13,76
102;Python;NAZARIA;'7891035001994;LYSOL AEROSOL PUREZA DO ALGODAO 210ML;2025-05-08 21:02:08;RN;NAZARIA;0;0;12;12,63;0,0;0,0;12,63
103;Python;NAZARIA;'7896422526944;VITA MEDLEY VISAO GEL MOLE 30CAP;2025-05-08 21:02:08;RN;NAZARIA;0;0;48;63,37;0,0;0,0;63,37
104;Python;NAZARIA;'7896094208353;COGLIVE 24MG 30CAP C1;2025-05-08 21:02:08;RN;NAZARIA;1;66;24;173,65;0,03;0,0;168,44
105;Python;NAZARIA;'7897947617315;LAVITAN 50+SUPER FORMULA 60 CPR REV;2025-05-08 21:02:08;RN;NAZARIA;0;0;96;40,24;0,0;0,0;40,24
106;Python;NAZARIA;'7908615077772;PROT SOL EXPERTISE FLUIDO COR 5.0 40G;2025-05-08 21:02:08;RN;NAZARIA;1;20;10;51,27;0,0;0,0;51,27
107;Python;NAZARIA;'309976954035;BATOM RVL SUPER LUSTROUS BLUSHED;2025-05-08 21:02:08;RN;NAZARIA;0;0;2;19,4;0,0;0,0;19,4
108;Python;NAZARIA;'7898927564377;DEFORCE 2.000 UI 30CAP;2025-05-08 21:02:08;RN;NAZARIA;0;0;45;31,75;0,0;0,0;31,75
109;Python;NAZARIA;'7891800649093;BOLSA TERMICA CREMER GEL 400G;2025-05-08 21:02:08;RN;NAZARIA;1;66;24;14,41;0,0;0,0;14,41
110;Python;NAZARIA;'7892949952129;MASCARA CIRURGICA BRANCO 50UN;2025-05-08 21:02:08;RN;NAZARIA;0;0;90;64,87;0,0;0,0;64,87
111;Python;NAZARIA;'7895296210010;DIPIRONA SOD GTS 10ML (G);2025-05-08 21:02:08;RN;NAZARIA;0;0;100;7,85;0,0;0,0;7,85
112;Python;NAZARIA;'7898109241690;MICOGYN CR VAG 80GR+14APLIC;2025-05-08 21:02:08;RN;NAZARIA;1;5;20;50,26;0,05;0,0;47,75
113;Python;NAZARIA;'7898096577352;PRONAZOL 150MG 4CAP;2025-05-08 21:02:08;RN;NAZARIA;0;0;120;40,68;0,0;0,0;40,68
114;Python;NAZARIA;'7896001025301;PRENDEDOR DE CABELO GOLD M 1UN;2025-05-08 21:02:08;RN;NAZARIA;1;268;120;12,16;0,0;0,0;12,16
115;Python;NAZARIA;'7898037080460;COMPLEXO ALMEIDA PRADO NR 46 60CPR;2025-05-08 21:02:08;RN;NAZARIA;0;0;720;31,96;0,0;0,0;31,96
116;Python;NAZARIA;'7896112417019;ENDOFER 20CPR;2025-05-08 21:02:08;RN;NAZARIA;0;0;36;32,04;0,0;0,0;32,04
117;Python;NAZARIA;'7898233931412;BLOQ ODORES SANIT FREECO ORIG 60ML;2025-05-08 21:02:08;RN;NAZARIA;0;0;144;14,98;0,0;0,0;14,98
118;Python;NAZARIA;'7891317478810;BETAISTINA 24MG 30CPR (EUF-G);2025-05-08 21:02:08;RN;NAZARIA;1;4460;100;31,64;0,65;0,0;11,07
119;Python;NAZARIA;'7891800651317;ALGODAO TOPZ BOLAS PATRULHA CANINA 50G;2025-05-08 21:02:08;RN;NAZARIA;0;0;36;5,75;0,0;0,0;5,75
120;Python;NAZARIA;'7899640809189;ROX 5MG 30CPR;2025-05-08 21:02:08;RN;NAZARIA;0;0;100;31,75;0,04;0,0;30,48
121;Python;NAZARIA;'7898581710462;RIVOTRIL 0,25MG 30CPR SUB-LING B1;2025-05-08 21:02:08;RN;NAZARIA;1;716;144;7,64;0,0;0,0;7,64
122;Python;NAZARIA;'7896046300104;LOTEPROL SOL OFT 5ML;2025-05-08 21:02:08;RN;NAZARIA;1;10;24;68,06;0,17;0,0;56,49
123;Python;NAZARIA;'7891721023422;FLEXIVE CR DERM 25GR;2025-05-08 21:02:08;RN;NAZARIA;0;0;30;41,18;0,15;0,0;35,0
124;Python;NAZARIA;'7896422500562;QUETIAPINA 200MG 30CPR C1 (MD7-G);2025-05-08 21:02:08;RN;NAZARIA;0;0;49;358,93;0,48810000000000003;0,0;183,74
125;Python;NAZARIA;'7891142203960;EPISOL COLOR FPS70 PELE NEGRA 40G;2025-05-08 21:02:08;RN;NAZARIA;0;0;12;49,61;0,0;0,0;49,61
126;Python;NAZARIA;'7896637023795;LEVOXIN 750MG 7CPR *;2025-05-08 21:02:08;RN;NAZARIA;1;14;128;67,11;0,0;0,0;67,11
127;Python;NAZARIA;'7899026488311;LAPIS EXPERT EYES WASH NU VERDE;2025-05-08 21:02:08;RN;NAZARIA;0;0;168;11,41;0,0;0,0;11,41
128;Python;NAZARIA;'7896112417194;CLAUDIC 50MG 30CPR;2025-05-08 21:02:08;RN;NAZARIA;0;0;48;41,25;0,0;0,0;41,25
129;Python;NAZARIA;'7896009498879;SENSODYNE PROTECAO COMPLETA KIT 2X 90G ;2025-05-08 21:02:08;RN;NAZARIA;1;631;20;27,43;0,1;0,0;24,69
130;Python;NAZARIA;'7897076922533;AMOX+CLAV POT 500+125MG 18CPR (RBY-G);2025-05-08 21:02:08;RN;NAZARIA;1;17;64;105,15;0,43;0,0;59,94
131;Python;NAZARIA;'3337875578486;TOLERIANE SENSITIVE LRP 40ML;2025-05-08 21:02:08;RN;NAZARIA;0;0;12;109,7;0,0;0,0;109,7
132;Python;NAZARIA;'7896007542437;ABS INTIMUS NOTURNO SECA C/A 8UN;2025-05-08 21:02:08;RN;NAZARIA;1;124;60;6,6;0,05;0,0;6,27
133;Python;NAZARIA;'4005808280759;NFM GEL BARBEAR EASY CROSS SH 200ML;2025-05-08 21:02:08;RN;NAZARIA;0;0;12;14,28;0,0;0,0;14,28
134;Python;NAZARIA;'7896112401735;SIMETICONA 125MG 30CAP (BGN-G);2025-05-08 21:02:08;RN;NAZARIA;1;17;48;28,33;0,67;0,0;9,35
135;Python;NAZARIA;'7896094981126;ATROVERAN COMPT 20CPR;2025-05-08 21:02:08;RN;NAZARIA;0;0;24;10,98;0,0;0,0;10,98
136;Python;NAZARIA;'7891000255773;NESFIT COOKIE CACAU&AVELA 52X60G BR;2025-05-08 21:02:08;RN;NAZARIA;0;0;52;2,58;0,0;0,0;2,58
137;Python;NAZARIA;'7899026462588;NUTRISSE COR INTENSA 4,15;2025-05-08 21:02:08;RN;NAZARIA;0;0;12;6,98;0,0;0,0;6,98
138;Python;NAZARIA;'7891024131923;CR DEN COLGATE T ACAO ORIG L100P90G;2025-05-08 21:02:08;RN;NAZARIA;0;0;144;1,34;0,0;0,0;1,34
139;Python;NAZARIA;'7896676408492;CLOPAM 2MG 20CPR B1;2025-05-08 21:02:08;RN;NAZARIA;0;0;50;11,93;0,0;0,0;11,93
140;Python;NAZARIA;'7896070601895;PROFENID GTS 20ML;2025-05-08 21:02:08;RN;NAZARIA;0;0;40;28,41;0,0;0,0;28,41
141;Python;NAZARIA;'7896622301532;SALIMETIN GEL PLUS 30GR;2025-05-08 21:02:08;RN;NAZARIA;0;0;90;17,01;0,0;0,0;17,01
142;Python;NAZARIA;'7890704807349;NBC SAB HIDRAT VERAO 90GR;2025-05-08 21:02:08;RN;NAZARIA;0;0;48;1,0;0,0;0,0;1,0
143;Python;NAZARIA;'7897705202678;RYBELSUS 3MG 30CPR;2025-05-08 21:02:08;RN;NAZARIA;1;132;48;988,35;0,0;0,0;988,35
144;Python;NAZARIA;'7791293025896;DEO AXE AER AP APOLLO 90G;2025-05-08 21:02:08;RN;NAZARIA;0;0;12;9,66;0,0;0,0;9,66
145;Python;NAZARIA;'7898185414810;GUM GEL DENTAL INF MIRACULOUS 50G;2025-05-08 21:02:08;RN;NAZARIA;1;170;36;6,04;0,0;0,0;6,04
146;Python;NAZARIA;'7502003560565;CETAPHIL CR HIDRAT 250G;2025-05-08 21:02:08;RN;NAZARIA;0;0;24;44,62;0,0;0,0;44,62
147;Python;NAZARIA;'7891025121473;NUTRIDRINK PROTEIN SENIOR CAFE C LEITE 380G;2025-05-08 21:02:08;RN;NAZARIA;1;18;12;65,59;0,0;0,0;65,59
148;Python;NAZARIA;'7896094921887;ONDIF 8MG 10 FILMES;2025-05-08 21:02:08;RN;NAZARIA;0;0;24;70,8;0,0;0,0;70,8
149;Python;NAZARIA;'7509546653587;SAB LIQ PROTEX BABY DELIC REF 180ML;2025-05-08 21:02:08;RN;NAZARIA;0;0;24;10,38;0,0;0,0;10,38
150;Python;NAZARIA;'7899706117593;BI-O AER GARNIER INT TSECO MASC 150ML;2025-05-08 21:02:08;RN;NAZARIA;0;0;12;13,46;0,0;0,0;13,46
151;Python;NAZARIA;'3337875886055;ANTHELIOS LRP UVMUNE 400 DP 200ML;2025-05-08 21:02:08;RN;NAZARIA;1;34;36;149,57;0,0;0,0;149,57
152;Python;NAZARIA;'7896094209541;RECONTER 20MG 60CPR REV C1;2025-05-08 21:02:08;RN;NAZARIA;1;20;25;195,02;0,03;0,0;189,17
153;Python;NAZARIA;'7899026481053;BATOM EXTREME HELLO PINK 3,4G;2025-05-08 21:02:08;RN;NAZARIA;0;0;72;10,66;0,0;0,0;10,66
154;Python;NAZARIA;'7500435251969;CR DE PENTEAR PANTENE QUERATINA 240G;2025-05-08 21:02:08;RN;NAZARIA;0;0;12;11,79;0,0;0,0;11,79
155;Python;NAZARIA;'7891317032326;REHIDRAT MORANGO SOL OR 625ML;2025-05-08 21:02:08;RN;NAZARIA;0;0;20;22,66;0,04;0,0;21,75
156;Python;NAZARIA;'7899640808700;PERCOIDE 20ML GTS;2025-05-08 21:02:08;RN;NAZARIA;0;0;96;29,94;0,04;0,0;28,74
157;Python;NAZARIA;'7896609539002;FOLCARE SHP DS ANTICASPA 200ML;2025-05-08 21:02:08;RN;NAZARIA;0;0;25;57,0;0,0;0,0;57,0
158;Python;NAZARIA;'7898565165097;VILDAGLIPTINA 50MG 28CPR (NAT-G);2025-05-08 21:02:08;RN;NAZARIA;0;0;30;64,59;0,45;0,0;35,52
159;Python;NAZARIA;'8058664136117;CHUP SOFT TRANSP CHICCO TAM2 6-12M 1UN;2025-05-08 21:02:08;RN;NAZARIA;0;0;6;23,02;0,0;0,0;23,02
