Fonte;Site;EAN;Descrição do Produto;Data e hora da coleta;Estado;Concorrente;Estoque;Quantidade de estoque;Quantidade por pacote;Preço Fábrica;Desconto;ST;Preço Final
Python;SERVIMED;'7891058326005;FRISIUM 20 MG 20 CP *R;2025-01-29 12:17:57;MS;SERVIMED;0;0;200;31,39;0,06;0,0;26,330000000000002
Python;SERVIMED;'7896094922204;EPAREMA 12 FLAC 10 ML T;2025-01-29 12:17:57;MS;SERVIMED;0;0;40;37,34;0,01;0,0;32,99
Python;SERVIMED;'7908236800353;NORVASC 10 MG 30 CP R;2025-01-29 12:17:57;MS;SERVIMED;1;70;72;121,96000000000001;0,15;0,0;92,52
Python;SERVIMED;'7896253900920;VIBRAL XPE ADU 120 ML R;2025-01-29 12:17:57;MS;SERVIMED;0;0;30;22,73;0,05;0,0;19,27
Python;SERVIMED;'7896026160018;ENXAGUANTE BUCAL NOPLAK 250ML;2025-01-29 12:17:57;MS;SERVIMED;0;0;12;19,837775821126492;0,0;0,0;19,84
Python;SERVIMED;'7896226109688;PASALIX 20 CP T;2025-01-29 12:17:57;MS;SERVIMED;1;34;70;45,01;0,0;0,0;40,17
Python;SERVIMED;'7896015568214;CLAVULIN BD 400 MG SUS OR 70 ML RA;2025-01-29 12:17:57;MS;SERVIMED;1;174;50;76,52;0,031;0,0;64,11
Python;SERVIMED;'7897930776722;LOCERYL ESM TERAPEUTICO 2,5 ML R;2025-01-29 12:17:57;MS;SERVIMED;1;143;24;162,82;0,0;0,0;140,77
Python;SERVIMED;'7896548111987;MAXITROL COLIRIO 5 ML RA;2025-01-29 12:17:57;MS;SERVIMED;1;1678;60;16,95;0,0;0,0;15,13
Python;SERVIMED;'7897595602503;HERPESIL 200 MG 25 CP S;2025-01-29 12:17:57;MS;SERVIMED;0;0;90;34,78;0,5;0,0;15,52
Python;SERVIMED;'7891058169015;ALLEGRA 180 MG 10 CAPS R;2025-01-29 12:17:57;MS;SERVIMED;0;0;120;92,64;0,06;0,0;77,72
Python;SERVIMED;'7896070600126;AMPLICTIL 100 MG 20 CP *R;2025-01-29 12:17:57;MS;SERVIMED;0;0;120;10,43;0,06;0,0;8,75
Python;SERVIMED;'7898968453098;ATENSINA 0,100 MG 30 CP R;2025-01-29 12:17:57;MS;SERVIMED;1;1319;96;7,44;0,03;0,0;6,44
Python;SERVIMED;'7896269900365;BETNOVATE POM 15 GR R;2025-01-29 12:17:57;MS;SERVIMED;0;0;60;26,400000000000002;0,07100000000000001;0,0;21,89
Python;SERVIMED;'7896637022439;OTO XILODASE SOL OTO GTS 8 ML TA;2025-01-29 12:17:57;MS;SERVIMED;1;1367;48;20,36;0,042;0,0;17,41
Python;SERVIMED;'7891721100017;CEBION 1 GR EFERV 10 CP T;2025-01-29 12:17:57;MS;SERVIMED;0;0;192;13,23;0,02;0,0;11,21
Python;SERVIMED;'7898074614178;MONURIL 5,631GR 1 ENV 8GR RA;2025-01-29 12:17:57;MS;SERVIMED;1;925;144;51,64;0,02;0,0;43,75
Python;SERVIMED;'7891268144086;FELDENE 20 MG 10 CAPS R;2025-01-29 12:17:57;MS;SERVIMED;1;96;45;31,28;0,0;0,0;27,92
Python;SERVIMED;'7896006201731;PRIMOSISTON ORAL 30 CP R;2025-01-29 12:17:57;MS;SERVIMED;0;0;100;39,71;0,03;0,0;34,38
Python;SERVIMED;'7898040329570;FLORATIL 200 MG PED 4 ENV T;2025-01-29 12:17:57;MS;SERVIMED;0;0;160;28,37;0,06;0,0;23,06
Python;SERVIMED;'7891721010026;DICLIN 21 CP S;2025-01-29 12:17:57;MS;SERVIMED;1;1587;132;17,48;0,03;0,0;14,66
Python;SERVIMED;'5702191025620;ICADEN CREM 20 GR R;2025-01-29 12:17:57;MS;SERVIMED;1;380;80;37,64;0,0;0,0;32,54
Python;SERVIMED;'7896094901148;MERTHIOLATE INCOLOR 30 ML T;2025-01-29 12:17:57;MS;SERVIMED;0;0;72;20,39;0,03;0,0;17,650000000000002
Python;SERVIMED;'7896658012303;SORINE INF SOL NAS 30 ML T;2025-01-29 12:17:57;MS;SERVIMED;1;739;40;14,450000000000001;0,09;0,0;11,74
Python;SERVIMED;'7896658002113;BRONDILAT XPE ADU 120 ML R;2025-01-29 12:17:57;MS;SERVIMED;1;520;24;42,02;0,05;0,0;35,63
